,chromosome,start,end
AREL1,chr14,75120140,75179818
OSER1,chr20,42825136,42839431
CBX4,chr17,77806955,77813228
OR4F2P,chr11,86649,87586
CICP23,chr11,123312,126123
GATA2,chr3,128198270,128212028
LINC01001,chr11,127115,139612
CIDEB,chr14,24774302,24780636
RNU6-447P,chr11,152999,153102
RGS7BP,chr5,63802084,63908139
RELN,chr7,103112231,103629963
GDAP1L1,chr20,42875887,42909013
BABAM1,chr19,17378159,17392058
C7orf76,chr7,96110938,96132835
RN7SL838P,chr11,440406,440693
SLC22A14,chr3,38323785,38360066
CCDC67,chr11,93063137,93171653
DLX6,chr7,96634860,96640351
PTPRS,chr19,5158506,5340814
MIR210HG,chr11,565660,568457
FITM2,chr20,42931478,42939809
R3HDML,chr20,42965626,42979875
CRIP2,chr14,105939299,105946499
IMPA1,chr8,82570196,82598928
MYCL,chr1,40361098,40367928
LTB4R2,chr14,24774940,24781259
TBC1D16,chr17,77906142,78009647
RC3H2,chr9,125606835,125667620
SMCO4,chr11,93211638,93276674
MIR210,chr11,568089,568198
SNORA52,chr11,811681,811814
CA7,chr16,66878282,66888056
BCAT1,chr12,24964295,25102393
IFT57,chr3,107879659,107941417
PTPN22,chr1,114356433,114414381
GOT1,chr10,101156627,101190381
PDP2,chr16,66912492,66929657
HNF4A,chr20,42984340,43061485
XYLB,chr3,38388251,38462839
ZBTB6,chr9,125670335,125675609
NDRG1,chr8,134249414,134314265
FAM159B,chr5,63986135,64013917
GPATCH4,chr1,156564279,156571288
IL13RA1,chrX,117861535,117928502
SDR42E2,chr16,22177618,22203075
DLX5,chr7,96649704,96654409
MFSD2A,chr1,40420802,40435638
TMEM256-PLSCR3,chr17,7293046,7307416
EEF2K,chr16,22217603,22298554
C20orf62,chr20,43080624,43093984
ARHGAP15,chr2,143848931,144525921
TSR1,chr17,2225797,2240801
EXOC4,chr7,132937829,133751342
KIAA1731,chr11,93394805,93463522
GNB2L1,chr5,180663909,180675096
ANKLE1,chr19,17392454,17398455
SLC10A5,chr8,82605842,82608409
ACN9,chr7,96745902,96811075
RNU6-1025P,chr11,948421,948524
TOLLIP-AS1,chr11,1330999,1331937
SREK1IP1,chr5,64013971,64064512
BCL2L15,chr1,114420790,114430169
TAC1,chr7,97361220,97369784
LTB4R,chr14,24780656,24787242
KRTAP5-AS1,chr11,1592583,1620414
ACTL8,chr1,18081808,18153558
POLG,chr15,89859534,89878092
FAM99A,chr11,1686827,1689086
FAM99B,chr11,1704499,1706859
NKX2-3,chr10,101292690,101296278
RPL36AP39,chr11,1813783,1814100
IGSF21,chr1,18434240,18704977
MIR4298,chr11,1880694,1880766
LINC01150,chr11,1923877,1929145
MRPL23-AS1,chr11,2004467,2011150
NPFF,chr12,53900474,53901422
BCAP31,chrX,152965947,152990152
C3orf27,chr3,128290843,128294929
KLHDC7A,chr1,18807424,18812478
LINC01115,chr2,779837,864112
HHLA2,chr3,108015376,108097132
H19,chr11,2016406,2022700
HAPLN2,chr1,156589086,156595517
ADCYAP1R1,chr7,31092076,31151089
MYT1L-AS1,chr2,2323004,2330882
TTPAL,chr20,43104526,43123244
PAX7,chr1,18957500,19075360
POLR3E,chr16,22308730,22346424
TSSC1-IT1,chr2,3302112,3305236
TRAPPC12-AS1,chr2,3485013,3486180
MIR483,chr11,2155364,2155439
CCDC40,chr17,78010435,78074412
IGF2-AS,chr11,2161731,2169894
MIR4686,chr11,2194293,2194368
RNU6-878P,chr11,2342948,2343057
KTN1,chr14,56025790,56168244
TAS1R2,chr1,19166093,19186176
RNASEH1-AS1,chr2,3606082,3609324
CDH16,chr16,66942025,66952887
AP4B1,chr1,114437370,114447823
ZFAND1,chr8,82613569,82645138
TMSB4XP2,chr2,3665138,3665347
GAPDHP48,chr2,3735611,3736571
BDH2,chr4,104000592,104021040
SERINC3,chr20,43124862,43150750
FAM107B,chr10,14560556,14816896
ASB8,chr12,48541571,48574996
ATF7,chr12,53901640,54020199
RN7SL531P,chr2,4077271,4077549
NPM1P48,chr2,4561794,4562646
RNU6-649P,chr2,4992867,4992973
SGSM2,chr17,2240792,2284352
SLC25A28,chr10,101370282,101380366
TRIM52,chr5,180681417,180688119
ABHD8,chr19,17402940,17421045
ALDH4A1,chr1,19197926,19229275
PKIG,chr20,43160426,43252888
CDR2,chr16,22357257,22448486
LINC01105,chr2,6072819,6141407
ABCD1,chrX,152990323,153010216
DCLRE1B,chr1,114447763,114456708
RPN1,chr3,128338817,128399918
OR4F3,chr5,180794269,180795263
ZNRF4,chr19,5455426,5456867
MRPL34,chr19,17403418,17417652
MYH15,chr3,108099216,108248169
CWC27,chr5,64064757,64314590
RRAD,chr16,66955582,66959547
ADCY4,chr14,24787555,24804299
TMEM256,chr17,7306294,7307456
SAFB2,chr19,5587010,5624057
RHCG,chr15,89998680,90039844
RAB7A,chr3,128444965,128533639
DDA1,chr19,17420327,17434110
BCAN,chr1,156611182,156629324
TYW1B,chr7,72023729,72298777
MICA,chr6,31371356,31383092
NLGN2,chr17,7308193,7323179
TAF1D,chr11,93463114,93517557
ENTPD7,chr10,101419263,101465997
ANO8,chr19,17434032,17445638
ADA,chr20,43248163,43280874
GRSF1,chr4,71681499,71705662
MIR4456,chr5,535955,535997
SPCS2P3,chr5,816461,817116
RIN3,chr14,92980118,93155339
FAM96B,chr16,66965959,66968326
NEUROD6,chr7,31377075,31380508
MIR4635,chr5,1063011,1063089
MICB,chr6,31462658,31478901
MIR4457,chr5,1309425,1309492
IFFO2,chr1,19230775,19283180
POM121,chr7,72349936,72421979
NPIPB5,chr16,22490442,22547842
SPEM1,chr17,7323679,7324951
C12orf68,chr12,48577366,48579709
OR10AD1,chr12,48596081,48597170
CES2,chr16,66968347,66978999
C17orf74,chr17,7328934,7330887
TICRR,chr15,90118713,90174287
ZCCHC12,chrX,117957753,117960931
H1FNT,chr12,48722763,48724062
MYO15A,chr17,18012020,18083116
ASNS,chr7,97481430,97501854
CCDC129,chr7,31553704,31698334
P4HTM,chr3,49027319,49044587
WISP2,chr20,43343485,43357150
ZNF641,chr12,48733791,48745197
NES,chr1,156638555,156647189
PLXNB3,chrX,153029651,153044801
C12orf77,chr12,25146358,25150453
TRIM74,chr7,72430016,72439997
ACVR2B,chr3,38495342,38534633
KIF7,chr15,90152020,90198682
LONRF3,chrX,118108581,118152318
C11orf54,chr11,93474757,93497915
CRABP2,chr1,156669398,156675608
KCNK15,chr20,43374421,43379675
FCF1,chr14,75179847,75203394
KIAA1524,chr3,108268716,108308491
GTDC1,chr2,144695635,145090135
RIMS4,chr20,43380449,43438979
PPP1R17,chr7,31726329,31748069
ATP5G2,chr12,54026510,54071192
CHMP4C,chr8,82644669,82671750
GTPBP3,chr19,17445729,17453544
PLIN1,chr15,90207596,90222658
WDR6,chr3,49044495,49053386
ISG20L2,chr1,156691683,156698591
SAFB,chr19,5623046,5668489
TMEM102,chr17,7338762,7340998
YWHAB,chr20,43514317,43537173
HIPK1,chr1,114471814,114520426
SNX16,chr8,82711816,82755101
FGF11,chr17,7341592,7348256
ACAD9,chr3,128598439,128634910
CUTC,chr10,101462315,101515891
PEX11A,chr15,90220995,90234014
CENPE,chr4,104026963,104119566
PDE1C,chr7,31790793,32338941
LRMP,chr12,25173936,25261268
NSUN5,chr7,72716514,72722864
ORC5,chr7,103766788,103848495
HS3ST2,chr16,22825498,22927659
MOB1B,chr4,71768043,71888166
CES3,chr16,66995140,67009051
WDR93,chr15,90234028,90286869
CRIP1,chr14,105952654,105955284
RRNAD1,chr1,156698234,156706752
USP31,chr16,23072727,23160591
ANP32D,chr12,48866448,48866843
KIAA1210,chrX,118212598,118284542
LRGUK,chr7,133812052,133949343
ADAMTS6,chr5,64444563,64777747
SCNN1G,chr16,23194036,23228204
ST3GAL1,chr8,134467091,134584183
OLFML3,chr1,114522063,114524876
CHRNB1,chr17,7348380,7361026
RALYL,chr8,85095022,85834079
IFFO1,chr12,6647541,6665239
EXOG,chr3,38537618,38583652
CES4A,chr16,67022492,67043661
PABPC1L,chr20,43538703,43587676
C12orf54,chr12,48876286,48890295
PGRMC1,chrX,118370216,118378429
SCNN1B,chr16,23289552,23392620
COX15,chr10,101471601,101491857
MRPL24,chr1,156707095,156711382
PLVAP,chr19,17462257,17488159
SYT6,chr1,114631913,114696541
DCK,chr4,71858255,71896631
YLPM1,chr14,75230069,75322244
MCCD1,chr6,31496494,31498009
MESP1,chr15,90291892,90294541
RPL36,chr19,5674958,5691887
ATP6V1G2-DDX39B,chr6,31497996,31514385
BST2,chr19,17513748,17516457
MESP2,chr15,90303822,90321982
TRIM50,chr7,72726535,72742085
RIPK3,chr14,24805227,24809251
SLC25A43,chrX,118533023,118588441
ANPEP,chr15,90328120,90358633
LGMN,chr14,93170152,93215047
COG7,chr16,23399814,23464501
CALCOCO1,chr12,54104903,54121529
GAA,chr17,78075355,78093678
MVB12A,chr19,17516531,17544533
TOMM34,chr20,43570771,43589127
ZFAT,chr8,135490031,135725292
C19orf70,chr19,5678432,5680907
OR8S1,chr12,48901137,48923680
LALBA,chr12,48961467,48963849
HDGF,chr1,156711899,156736717
HES1,chr3,193853934,193856521
DALRD3,chr3,49052921,49059726
LRRCC1,chr8,86019382,86058311
TRIM33,chr1,114935399,115053781
CBFB,chr16,67063019,67134961
STK4,chr20,43595115,43708600
SLC35B4,chr7,133974084,134001803
SLC25A5,chrX,118602363,118605282
C16orf70,chr16,67143861,67182442
FKBP6,chr7,72742167,72772634
BCAS2,chr1,115110178,115124260
FZD9,chr7,72848109,72850450
AP3S2,chr15,90373831,90437574
TMEM221,chr19,17546318,17559376
HSD11B1L,chr19,5680615,5688533
PRCC,chr1,156720402,156770607
NXNL1,chr19,17566234,17571763
KANSL2,chr12,49047184,49076021
SRPK3,chrX,153041867,153051187
BAZ1B,chr7,72854728,72936608
KCNS1,chr20,43720951,43729753
WFDC5,chr20,43738093,43743813
UBR4,chr1,19401000,19536770
SLC27A1,chr19,17579578,17616977
C14orf80,chr14,105956192,105965912
DENND2C,chr1,115125469,115213043
C15orf38-AP3S2,chr15,90377540,90456114
WFDC12,chr20,43752066,43753106
B3GNT9,chr16,67182008,67185117
C15orf38,chr15,90443159,90456188
TACR3,chr4,104507188,104640973
PI3,chr20,43803517,43805185
TRADD,chr16,67188083,67194201
GGA2,chr16,23474863,23533316
CXXC4,chr4,105389469,105416058
DDX39B,chr6,31497996,31510225
SEMG1,chr20,43835638,43838413
SLC4A4,chr4,72053003,72437804
APPL2,chr12,105567074,105630016
FBXL8,chr16,67193834,67198473
DZIP3,chr3,108308529,108413693
ZNF710,chr15,90544624,90625438
KIAA1257,chr3,128628709,128721533
SEMG2,chr20,43849941,43853099
PGLS,chr19,17622438,17632097
AMPD1,chr1,115215719,115238239
SH2D2A,chr1,156776035,156786654
EARS2,chr16,23533335,23569052
AKR1B1,chr7,134127102,134144036
ZBTB4,chr17,7362685,7387582
SLC35G6,chr17,7384721,7386383
NRAS,chr1,115247090,115259515
CXorf56,chrX,118672112,118699397
IDH2,chr15,90626277,90645736
TET2,chr4,106067032,106200973
UBFD1,chr16,23568392,23585710
FLNB,chr3,57994127,58157982
NOP2,chr12,6666029,6677857
POLR2A,chr17,7387685,7417933
UBE2A,chrX,118708501,118718381
EFCC1,chr3,128720472,128759585
ABCC2,chr10,101542489,101611949
GP9,chr3,128779610,128781249
HSF4,chr16,67197288,67203848
SLPI,chr20,43880880,43883205
CPN2,chr3,194060494,194072057
LHFPL3,chr7,103969104,104549001
RAB43,chr3,128806412,128841644
MED17,chr11,93517393,93547861
ALKBH5,chr17,18086392,18113268
LRRC15,chr3,194075976,194090472
VSTM5,chr11,93551398,93583697
E2F5,chr8,86089460,86129387
LLGL1,chr17,18128901,18148189
BCL7B,chr7,72950686,72972332
MATN4,chr20,43922085,43937169
HEPHL1,chr11,93754527,93846917
GP5,chr3,194115550,194119995
LONP1,chr19,5691845,5720583
ISY1-RAB43,chr3,128806418,128879879
PELI2,chr14,56584532,56768244
PANX1,chr11,93862094,93915138
OCM2,chr7,97613996,97620481
IDH3G,chrX,153051221,153059978
RBPJL,chr20,43935491,43945803
FOLR4,chr11,94038759,94040887
MNT,chr17,2287354,2304412
ISY1,chr3,128846258,128880136
GPR83,chr11,94110477,94134585
SDC4,chr20,43953928,43977064
LMTK2,chr7,97736197,97838945
TMEM121,chr14,105992940,105996539
HOXC13,chr12,54332535,54340328
NDUFAB1,chr16,23592323,23607677
SYS1,chr20,43990577,44005438
AKR1B10,chr7,134212344,134226160
ZEB2,chr2,145141648,145282147
TMEM260,chr14,56955072,57117324
IGHA2,chr14,106053226,106054732
METTL16,chr17,2308856,2415185
HOXC12,chr12,54348618,54352740
KMT2E,chr7,104654626,104754808
ATP13A3,chr3,194123401,194219093
CSDE1,chr1,115259534,115301297
HOXC11,chr12,54366910,54371427
NTRK1,chr1,156785432,156851642
PALB2,chr16,23614488,23652631
BHLHA15,chr7,97840739,97842291
IGHE,chr14,106064224,106068065
FAM129C,chr19,17634110,17664648
HOXC10,chr12,54378849,54384063
MRE11A,chr11,94152895,94227074
IGHG4,chr14,106090687,106092403
AKR1B15,chr7,134233888,134264627
DCTN5,chr16,23652713,23681195
NDUFAF3,chr3,49057892,49060928
SEMA4B,chr15,90703836,90772911
NFATC4,chr14,24834879,24848810
TECPR1,chr7,97843936,97881563
CATSPERD,chr19,5720688,5778745
ANKRD49,chr11,94226795,94232749
COLGALT1,chr19,17666403,17693971
CCNT1,chr12,49082247,49110681
TBL2,chr7,72983262,72993121
SYS1-DBNDD2,chr20,43991840,44039250
PLK1,chr16,23688977,23701688
CENPK,chr5,64813593,64858998
SIKE1,chr1,115312100,115323306
TP53TG5,chr20,44002526,44036529
PROX2,chr14,75319736,75330537
GOLGA5,chr14,93260576,93306308
INSRR,chr1,156809855,156828810
NOL3,chr16,67204057,67209643
PIWIL4,chr11,94277006,94354587
TMEM106A,chr17,41363854,41372061
PRR22,chr19,5782971,5784776
LINC00935,chr12,49121218,49159569
PPA2,chr4,106290234,106395238
IMPDH2,chr3,49061758,49066841
DBNDD2,chr20,44034697,44039250
FUT4,chr11,94277017,94283063
TNFSF12,chr17,7452208,7464925
EIF4A3,chr17,78109013,78120982
KIAA0895L,chr16,67209505,67217943
FLII,chr17,18148150,18162230
CIB1,chr15,90773207,90777279
DUS3L,chr19,5784843,5791249
AMOTL1,chr11,94439597,94609918
QRICH1,chr3,49067140,49131796
LSM5,chr7,32524951,32534895
SYCP1,chr1,115397424,115537991
ADCY6,chr12,49159975,49182820
CASC1,chr12,25261354,25348096
PEAR1,chr1,156863490,156886226
KHDRBS3,chr8,136469700,136668965
RETNLB,chr3,108462271,108476231
IGHG2,chr14,106109389,106111127
ERN2,chr16,23701647,23724821
IGHA1,chr14,106173457,106175002
TRAT1,chr3,108541545,108573852
PIGT,chr20,44044717,44054884
EMC1,chr1,19542158,19578046
CARD14,chr17,78143791,78183130
HOXC6,chr12,54384408,54424607
TSHB,chr1,115572415,115576941
CHP2,chr16,23765948,23770272
CHGA,chr14,93389425,93401638
NRTN,chr19,5823813,5828335
FAM135B,chr8,139142266,139509065
GPR75-ASB3,chr2,53759810,54087170
TSPAN2,chr1,115590632,115632121
CNBP,chr3,128888327,128902765
PAFAH1B1,chr17,2496504,2588909
UNC13A,chr19,17712137,17799401
KDM4D,chr11,94706845,94732682
GDPGP1,chr15,90777040,90785315
KDM4E,chr11,94758422,94760760
NGF,chr1,115828539,115880857
MLXIPL,chr7,73007524,73038873
ENDOD1,chr11,94822974,94865809
PRKCB,chr16,23847322,24231932
TTLL13,chr15,90792762,90808199
BPGM,chr7,134331560,134364565
SSR4,chrX,153058971,153063960
NGRN,chr15,90808891,90816463
SESN3,chr11,94898704,94965705
PPWD1,chr5,64859063,64883376
GABARAPL3,chr15,90890819,90892669
IGHG1,chr14,106202680,106209408
VANGL1,chr1,116184574,116240845
LRRC71,chr1,156890442,156902886
ZNF774,chr15,90895477,90909324
HOXC9,chr12,54388679,54397121
EXOC3L1,chr16,67218269,67224107
DLST,chr14,75348594,75370448
FUT6,chr19,5830621,5839742
OTX2,chr14,57267425,57277197
PDZD4,chrX,153067621,153096020
GUCA1C,chr3,108626639,108672742
CASQ2,chr1,116242628,116311402
FAM76B,chr11,95502106,95523573
TNFSF12-TNFSF13,chr17,7452416,7464918
CDNF,chr10,14861249,14880574
FUT3,chr19,5842899,5851485
E2F4,chr16,67226072,67232821
IQGAP1,chr15,90931450,91045475
BRI3,chr7,97881691,97937162
NHLH2,chr1,116378998,116386538
FUT5,chr19,5865837,5903798
ARL4D,chr17,41476327,41478505
MRTO4,chr1,19578033,19586622
CACNG3,chr16,24266874,24374122
TNFSF13,chr17,7461609,7464925
DNMBP,chr10,101635334,101769676
SLC22A15,chr1,116519119,116612675
COL22A1,chr8,139600478,139926249
MAB21L3,chr1,116654376,116677861
MAP1S,chr19,17830051,17845325
HSPA14,chr10,14880163,14913740
WFDC2,chr20,44098346,44110172
CALD1,chr7,134429003,134655479
CEP57,chr11,95523129,95565857
SPINT3,chr20,44141101,44144264
WFDC6,chr20,44162835,44168134
ACVR2A,chr2,148602086,148688393
CLUH,chr17,2592680,2615957
CHD4,chr12,6679249,6716642
CACNB3,chr12,49207577,49222724
EPPIN,chr20,44165625,44176391
RBBP6,chr16,24549014,24584184
AKR7L,chr1,19592476,19600688
IGHG3,chr14,106235439,106237742
AKR7A3,chr1,19609052,19615744
ATP1A1,chr1,116915290,116952883
ELMO3,chr16,67233014,67237932
IGHD,chr14,106303099,106312010
HOXC8,chr12,54402832,54407570
IGHM,chr14,106320349,106322323
BAIAP2L1,chr7,97920963,98030380
AKR7A2,chr1,19630459,19638640
HOXC4,chr12,54410715,54449813
NDUFA11,chr19,5891287,5904017
IGHJ6,chr14,106329408,106329468
IGHJ5,chr14,106330024,106330072
HOXC5,chr12,54426637,54429142
MORC1,chr3,108677086,108836989
IGHJ4,chr14,106330425,106330470
VMAC,chr19,5904869,5910864
IGHJ3,chr14,106330797,106330845
CAPS,chr19,5911718,5915888
SCN5A,chr3,38589548,38691164
ARHGEF11,chr1,156904632,157015162
CD58,chr1,117057157,117113661
ORC4,chr2,148687968,148779147
RPS6KL1,chr14,75370657,75390099
SMUG1,chr12,54558529,54582778
MTMR2,chr11,95566046,95658479
ITPK1,chr14,93403259,93582665
DHX8,chr17,41561233,41621831
IGHJ2,chr14,106331409,106331460
IGHJ1,chr14,106331617,106331668
IGHD7-27,chr14,106331761,106331771
IGHD1-26,chr14,106346892,106346911
IGHD6-25,chr14,106347397,106347414
IGHD5-24,chr14,106349761,106349780
IGHD4-23,chr14,106350728,106350746
IGHD3-22,chr14,106351889,106351919
L1CAM,chrX,153126969,153174677
QARS,chr3,49133365,49142553
NPTX2,chr7,98246609,98259180
IGSF3,chr1,117117031,117210375
CPN1,chr10,101801950,101841634
COPG1,chr3,128968449,128996614
SENP3,chr17,7465192,7475287
LYRM5,chr12,25348150,25362579
PQLC2,chr1,19638820,19655794
C1orf137,chr1,117236734,117249225
AVL9,chr7,32535038,33078516
DPPA2,chr3,109012635,109035364
IGHD2-21,chr14,106354409,106354436
CD2,chr1,117297007,117311850
IGHD1-20,chr14,106357049,106357065
IGHD6-19,chr14,106357557,106357577
IGHD5-18,chr14,106359400,106359419
IGHD4-17,chr14,106360366,106360381
IGHD3-16,chr14,106361492,106361528
IGHD2-15,chr14,106363815,106363845
ETV3L,chr1,157061836,157069600
TMEM130,chr7,98444111,98468394
IGHD1-14,chr14,106366496,106366512
DPPA4,chr3,109044988,109056419
IGHD6-13,chr14,106367000,106367020
IGHD5-12,chr14,106368507,106368529
IGHD4-11,chr14,106369474,106369489
RANBP3,chr19,5916150,5978153
IGHD3-10,chr14,106370355,106370385
IGHD3-9,chr14,106370539,106370569
IGHD2-8,chr14,106373069,106373099
IGHD1-7,chr14,106375766,106375782
IGHD6-6,chr14,106376269,106376286
KBTBD2,chr7,32907784,32933743
IGHD5-5,chr14,106378116,106378135
SGSH,chr17,78180515,78194722
ARHGEF38,chr4,106473777,106629250
PTGFRN,chr1,117452679,117532980
CBX5,chr12,54624724,54673886
KRAS,chr12,25357723,25403870
IGHD4-4,chr14,106379081,106379096
ETV3,chr1,157090983,157108266
IGHD3-3,chr14,106380218,106380248
CAPZB,chr1,19665267,19812066
EXOC5,chr14,57670518,57735726
SRPK2,chr7,104751151,105039755
FKBP9,chr7,32997017,33046543
IFLTD1,chr12,25562241,25801513
CD101,chr1,117544382,117579167
MAML2,chr11,95709762,96076344
VPS37D,chr7,73082155,73086442
MOAP1,chr14,93648541,93651273
TRIM23,chr5,64885507,64921802
TMEM251,chr14,93651296,93653434
CCDC82,chr11,96085933,96123087
PGF,chr14,75408537,75422487
AP5M1,chr14,57735627,57756797
DNAJC30,chr7,73095299,73097783
JRKL,chr11,96123153,96240738
ATP6V1G2,chr6,31512239,31516204
TTF2,chr1,117602925,117650075
NT5C3A,chr7,33053742,33102409
TNRC6A,chr16,24741016,24838953
FCHO1,chr19,17858527,17899377
INTS12,chr4,106603784,106817143
ERLIN1,chr10,101909851,101948091
TMEM44,chr3,194308402,194354418
CNTN5,chr11,98891683,100229616
WBSCR22,chr7,73097355,73119491
NFKBIL1,chr6,31514647,31526606
SCN10A,chr3,38738293,38835501
TRIM45,chr1,117653682,117665209
GSTCD,chr4,106629935,106768885
MINOS1,chr1,19923477,19956314
CHUK,chr10,101948055,101989376
KCNK9,chr8,140613081,140715299
MINOS1-NBL1,chr1,19923473,19984549
FCRL5,chr1,157483167,157522310
NAA30,chr14,57857262,57882635
LRRC29,chr16,67241042,67260951
VTCN1,chr1,117686209,117753556
LPAR5,chr12,6728001,6745613
TRRAP,chr7,98475556,98610866
EIF4A1,chr17,7476024,7482323
TMEM208,chr16,67261006,67263181
ARHGAP42,chr11,100558384,100862668
SLC5A11,chr16,24857162,24922949
C14orf105,chr14,57936019,57960585
SCN11A,chr3,38887260,38992052
MAN1A2,chr1,117910071,118071494
TRAPPC9,chr8,140742586,141468678
FHOD1,chr16,67263290,67281561
C12orf75,chr12,105629068,105789875
NBL1,chr1,19967048,19984945
TRAPPC13,chr5,64920543,64962060
FAM46C,chr1,118148556,118170994
RP9,chr7,33134409,33149013
ACRBP,chr12,6747241,6756626
HTR6,chr1,19991780,20006055
TMEM133,chr11,100862811,100864663
NYNRIN,chr14,24867992,24888494
GDAP2,chr1,118406107,118472253
SLC9A5,chr16,67271586,67306093
TMCO4,chr1,20008706,20126438
SLC35F4,chr14,58030640,58448912
RAP1GAP2,chr17,2680350,2941033
RFX2,chr19,5993175,6199583
FCRL4,chr1,157543539,157567870
NUAK1,chr12,106457118,106533811
LTA,chr6,31539831,31542101
DDX23,chr12,49223547,49246625
CHAC2,chr2,53994929,54002333
NPNT,chr4,106815932,106925184
WDR3,chr1,118472343,118509165
C14orf142,chr14,93669239,93673439
PGR,chr11,100900355,101001255
DNASE1L3,chr3,58177984,58200424
RNF186,chr1,20140523,20141771
ING4,chr12,6759446,6772314
OTUD3,chr1,20209006,20239438
UBR7,chr14,93673401,93695561
ABHD6,chr3,58223233,58281420
PLEKHG4,chr16,67311413,67323402
AVPR2,chrX,153167985,153172620
C8orf17,chr8,140943416,140946190
BBS9,chr7,33168856,33645680
ARHGAP17,chr16,24930706,25026987
SLC26A11,chr17,78193498,78227299
CHRAC1,chr8,141521397,141527236
TRPC6,chr11,101322295,101743293
PVRL3,chr3,110788918,110994410
RASSF8,chr12,26111962,26232825
SPAG17,chr1,118496484,118727846
ERLEC1,chr2,54014181,54045956
PLA2G2E,chr1,20246502,20250110
EIF2B2,chr14,75469614,75476292
PLA2G2A,chr1,20301925,20306932
B3GNT3,chr19,17905637,17923891
CBLN3,chr14,24895738,24900160
PUS7,chr7,105080108,105162714
INSL3,chr19,17927321,17932383
PLA2G5,chr1,20354672,20417683
TNF,chr6,31543344,31546113
RPP14,chr3,58291974,58310422
PLA2G2D,chr1,20438432,20446050
KHNYN,chr14,24898492,24910540
ANGPTL5,chr11,101761405,101787253
PLA2G2F,chr1,20465819,20476879
PLA2G2C,chr1,20487746,20503917
JAK3,chr19,17935589,17958880
CD96,chr3,111011566,111384597
TBX15,chr1,119425669,119532179
MBD5,chr2,148778580,149275805
ARHGAP4,chrX,153172821,153200452
KIAA1377,chr11,101785746,101871789
RND1,chr12,49250928,49259681
WARS2,chr1,119573839,119683294
UBXN10,chr1,20512578,20522541
WDR48,chr3,39093489,39138155
FCRL3,chr1,157644111,157670647
RPL18A,chr19,17970685,17974962
CWF19L1,chr10,101992055,102027437
BTBD7,chr14,93703896,93799438
HAO2,chr1,119911402,119936753
KCTD19,chr16,67323331,67360666
LTB,chr6,31548302,31550299
VWA5B1,chr1,20617412,20681387
USP19,chr3,49145479,49158371
HSD3B2,chr1,119957554,119965658
RINT1,chr7,105172532,105208124
SLC5A5,chr19,17982782,18005983
ETV4,chr17,41605212,41656988
MLH3,chr14,75480467,75518235
SDR39U1,chr14,24908972,24912111
CCDC124,chr19,18043825,18054800
C11orf70,chr11,101918174,101955291
KCNN1,chr19,18062102,18110889
CCDC65,chr12,49297893,49325623
HSD3B1,chr1,120049821,120057681
BHLHE41,chr12,26272959,26278060
CAMK2N1,chr1,20808884,20812713
